imputed_CARDIoGRAM_C4D_CAD_ADDITIVE	imputed_CNCR_Insomnia_all	imputed_DIAGRAM_T2D_TRANS_ETHNIC	imputed_GABRIEL_Asthma	imputed_GPC-NEO-NEUROTICISM	imputed_HRGene_HeartRate	imputed_IBD.EUR.Crohns_Disease	imputed_IBD.EUR.Inflammatory_Bowel_Disease	imputed_IBD.EUR.Ulcerative_Colitis	imputed_IGAP_Alzheimer	imputed_PGC_ADHD_EUR_2017	imputed_PGC_ASD_2017_CEU	imputed_TAGC_Asthma_EUR	imputed_UKB_20002_1261_self_reported_multiple_sclerosis	imputed_UKB_20002_1262_self_reported_parkinsons_disease	imputed_UKB_20002_1289_self_reported_schizophrenia	imputed_UKB_20127_Neuroticism_score	imputed_UKB_6152_8_diagnosed_by_doctor_Asthma
chr6:32667863-32668389	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1
chr6:32814976-32815556	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
chr6:32815762-32817301	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1
chr6:32824778-32827035	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1
chr6:32832867-32833186	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr6:32852350-32855199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr6:32940193-32942125	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
chr6:32944205-32944475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:32951921-32953700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:32982876-32984016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr6:32984239-32985100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33017565-33017892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33028241-33030945	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
chr6:33160820-33162188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33377412-33377784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33390550-33392496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33453623-33455426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33506068-33506535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33588732-33591536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33599031-33599760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33608838-33609084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33619248-33620834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33620903-33621234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33632512-33633617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33708843-33712234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33716884-33719141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33720787-33721206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33736555-33740130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33744105-33747006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:33760918-33762857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:3389616-3391346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34593502-34593806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34611682-34612167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34655813-34658376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34663238-34665183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34688801-34689418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34695058-34697606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34760429-34761509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34761658-34762797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34790942-34793529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34839492-34840492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34867085-34867955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34957939-34958234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34958388-34958937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:34979076-34981030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35067909-35068945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35073276-35073818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35162453-35163115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35219716-35220036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35263828-35264709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35264790-35265338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35414438-35415485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35452678-35453556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35489138-35491458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35583972-35585494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:36838491-36839796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:36840085-36841559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:36848142-36850407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:36852753-36853517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:36917203-36917845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:37262909-37263260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:37472450-37474497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:37480395-37482479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:37498998-37500273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:37697833-37699273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:37783199-37784944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:38260694-38261253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:38688566-38689647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:38996590-38997383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39048400-39049841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:3905388-3906945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39060814-39061819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39061832-39063824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39085074-39085474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39088506-39089589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39852817-39853193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39923317-39924251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:39942806-39943522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41056163-41056413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41062210-41062960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41786182-41786548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41813079-41816553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41894543-41894937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41920367-41922029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41961503-41962135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42044806-42047136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42074983-42076294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42123241-42124939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42251264-42253349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42690545-42694596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42808385-42809565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42893219-42894473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42928198-42931152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:42983708-42985477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43020825-43022437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43035026-43037800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43113794-43114765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43115719-43116934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43229548-43229954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43305888-43306975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43336224-43337407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43426924-43429006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:43433638-43435594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:44002061-44002546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:44002890-44003758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:44192154-44193255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:44221473-44223409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:44308553-44309164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:45986067-45986979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46183966-46184682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46320109-46320549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46465197-46465574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46466726-46467222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46468468-46469707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46476147-46477058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46489628-46490993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46502007-46502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46505486-46506226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:46518061-46518369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:47631555-47631947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:47631981-47632275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:47633154-47635531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:47650393-47651922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:47698161-47698576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:49325339-49327532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:49462278-49463919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:5095326-5098462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:5103073-5103323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:5106889-5109784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:5114982-5116339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:5120810-5122480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:5204238-5207573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:52360874-52362076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:52376752-52378120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:52575333-52575630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:52663217-52665100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:53035282-53036227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:53793959-53796716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:54846061-54847999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:56723717-56724043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:56767821-56768113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:56769890-56770155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:56789654-56790503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:57418816-57419709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:6003378-6004708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:6007701-6009625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:6025188-6025451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:6025903-6028015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:68709626-68711499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:68717628-68719613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:68777518-68779448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:71294388-71294908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:73394759-73395399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:7342253-7342905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:73579178-73581629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:73678769-73679308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:73732769-73733218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:75482131-75482493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:75600985-75603387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:75748344-75750164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:78910404-78911302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:79524757-79526469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:82205155-82206673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:82363336-82365226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:85435331-85436899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:87351762-87352220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:87407233-87409217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:88814889-88816131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:89117334-89117631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:89350703-89351047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:89378358-89379776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:89399658-89401653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:99393209-99394541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100064815-100066802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100080884-100082982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100126220-100128286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100148040-100150146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100156961-100159562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100215823-100216479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100335247-100337099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100342338-100343364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100472395-100473603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100475720-100476273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100476334-100477081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100485185-100486124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100493189-100494276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100586562-100587447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100603174-100606292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100633003-100633708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100800886-100801253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100827649-100828522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100834565-100834820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100874121-100875891	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr7:100894901-100895725	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102318084-102320115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102321573-102322245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102395410-102397248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102433640-102434646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102478558-102479230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102572116-102572949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102671439-102671997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1027270-1028294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102791371-102791767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102859447-102860009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:102895244-102896938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:103343989-103345307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:103613395-103614950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1052194-1053548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:106119471-106120658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:106129209-106131078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:106138816-106140832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:106176816-106179730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:106179930-106180507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:106222761-106223480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:106238429-106239895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:107207289-107209755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:107386637-107388183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:107579120-107581855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:107660842-107661951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:107693682-107694315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:108010309-108011955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1096759-1097337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:10973047-10974680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:111412679-111414246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:111561259-111562482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:112453718-112453924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1124711-1125471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1138127-1139306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:113835467-113836398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:115008098-115010429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1158864-1161470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:116329932-116330867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:116392437-116394649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:116489296-116490477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:116510737-116513239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:116537214-116538311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:116549374-116549767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1169416-1170492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:117324372-117325032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:1175630-1176336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:12257235-12258185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:123054440-123055277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:123608528-123610406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:123611786-123612658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:123668554-123669141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:12714963-12716971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:127910747-127911070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:127927799-127928739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128365640-128366951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128408556-128410795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128531100-128531644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128531723-128532596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128532923-128533404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128651844-128652094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128740923-128741558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128754902-128755155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128791549-128792314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128792315-128792864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128828471-128829213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128858449-128861165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128911720-128912083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:128934983-128935288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:129189345-129189761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:129225314-129226075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:129391090-129393167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:129824960-129825901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:130369093-130369498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:130491460-130491873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:130734222-130735320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:132029258-132030694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:134472556-134472984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135169502-135172240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135200475-135201174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135416445-135416823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135508510-135510258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135557465-135559094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135739806-135741426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135743741-135744703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135746349-135746659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135747159-135747479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135747556-135749814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135754852-135756291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:135761645-135762376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
